case_id,scenario,scenario_weight,month,portfolio_ead,ead_weighted_lgd,contractual_principal_due,scheduled_principal_applied,expected_prepayment,closing_balance,expected_cure_recovery,expected_collateral_recovery,discounted_expected_recovery_at_default
combined_downside,downside,0.250000,29,179482.574062,0.583655,9291.428571,9291.428571,286.001554,169905.143937,37596.360218,51872.416995,74726.761334
combined_downside,downside,0.250000,30,169905.143937,0.587972,9291.428571,9291.428571,258.887728,160354.827637,34587.780785,49459.013829,70005.723207
combined_downside,downside,0.250000,31,160354.827637,0.592791,9291.428571,9291.428571,231.855878,150831.543187,31588.165358,47051.728759,65297.852771
combined_downside,downside,0.250000,32,150831.543187,0.598207,9291.428571,9291.428571,204.905745,141335.208871,28597.485837,44650.546272,60603.111844
combined_downside,downside,0.250000,33,141335.208871,0.604335,9291.428571,9291.428571,178.037070,131865.743229,25615.714210,42255.450901,55921.462359
combined_downside,downside,0.250000,34,131865.743229,0.611325,9291.428571,8963.815304,152.418925,122749.509000,22642.822560,39866.427212,51252.866365
combined_downside,downside,0.250000,35,122749.509000,0.619495,9291.428571,3426.696292,144.884732,119177.927976,19801.852423,37483.459814,46706.822969
combined_downside,downside,0.250000,36,119177.927976,0.623100,133800.000000,119177.927976,0.000000,0.000000,18895.840347,36315.878662,44918.131046
combined_downside,upside,0.150000,1,554000.000000,0.483064,13249.761905,13249.761905,2827.208404,537923.029691,228488.000000,83371.818348,286382.522083
combined_downside,upside,0.150000,2,537923.029691,0.480099,13249.761905,13249.761905,2730.675405,521942.592381,221285.902038,83371.818348,279666.759780
combined_downside,upside,0.150000,3,521942.592381,0.476968,13249.761905,13249.761905,2634.751731,506058.078745,214128.227991,83371.818348,272992.456249
combined_downside,upside,0.150000,4,506058.078745,0.473659,13249.761905,13249.761905,2539.433392,490268.883448,207014.691865,83371.818348,266359.344442
combined_downside,upside,0.150000,5,490268.883448,0.470154,13249.761905,13249.761905,2444.716421,474574.405123,199945.009570,83371.818348,259767.159089
combined_downside,upside,0.150000,6,474574.405123,0.466436,13249.761905,13249.761905,2350.596880,458974.046338,192918.898904,83371.818348,253215.636688
combined_downside,upside,0.150000,7,458974.046338,0.462487,13249.761905,13249.761905,2257.070857,443467.213576,185936.079546,83371.818348,246704.515487
combined_downside,upside,0.150000,8,443467.213576,0.458283,13249.761905,13249.761905,2164.134466,428053.317206,178996.273037,83371.818348,240233.535478
combined_downside,upside,0.150000,9,428053.317206,0.453801,13249.761905,13249.761905,2071.783848,412731.771453,172099.202770,83371.818348,233802.438382
combined_downside,upside,0.150000,10,412731.771453,0.449010,13249.761905,13249.761905,1980.015169,397501.994379,165244.593979,83371.818348,227410.967638
combined_downside,upside,0.150000,11,397501.994379,0.443880,13249.761905,13249.761905,1888.824622,382363.407853,158432.173722,83371.818348,221058.868392
combined_downside,upside,0.150000,12,382363.407853,0.438372,13249.761905,13249.761905,1798.208425,367315.437523,151661.670872,83371.818348,214745.887483
combined_downside,upside,0.150000,13,367315.437523,0.432445,13249.761905,13249.761905,1708.162821,352357.512798,144932.816104,83371.818348,208471.773435
combined_downside,upside,0.150000,14,352357.512798,0.426048,13249.761905,13249.761905,1618.684079,337489.066814,138245.341883,83371.818348,202236.276440
combined_downside,upside,0.150000,15,337489.066814,0.419124,13249.761905,13249.761905,1529.768495,322709.536414,131598.982450,83371.818348,196039.148353
combined_downside,upside,0.150000,16,322709.536414,0.411607,13249.761905,13249.761905,1441.412385,308018.362125,124993.473811,83371.818348,189880.142678
combined_downside,upside,0.150000,17,308018.362125,0.403415,13249.761905,13249.761905,1353.612095,293414.988125,118428.553725,83371.818348,183759.014553
combined_downside,upside,0.150000,18,293414.988125,0.394457,13249.761905,13249.761905,1266.363992,278898.862228,111903.961694,83371.818348,177675.520747
combined_downside,upside,0.150000,19,278898.862228,0.384618,13249.761905,13249.761905,1179.664470,264469.435853,105419.438947,83371.818348,171629.419640
combined_downside,upside,0.150000,20,264469.435853,0.373763,13249.761905,13249.761905,1093.509946,250126.164002,98974.728431,83371.818348,165620.471219
combined_downside,upside,0.150000,21,250126.164002,0.364427,13249.761905,13249.761905,1007.896861,235868.505236,92569.574798,82630.532327,158973.313181
combined_downside,upside,0.150000,22,235868.505236,0.359190,13249.761905,13249.761905,922.821680,221695.921651,86203.724395,80554.206357,151146.949192
combined_downside,upside,0.150000,23,221695.921651,0.353316,13249.761905,11266.737494,850.016520,209579.167637,79876.925252,78489.017330,143367.170296
combined_downside,upside,0.150000,24,209579.167637,0.348855,13249.761905,9291.428571,789.362781,199498.376285,74485.863465,76434.905508,136466.347251
combined_downside,upside,0.150000,25,199498.376285,0.346180,9291.428571,9291.428571,729.098261,189477.849453,70021.492513,74391.811477,130436.026394
combined_downside,upside,0.150000,26,189477.849453,0.343239,9291.428571,9291.428571,669.220337,179517.200544,65584.862734,72359.676139,124441.624721
combined_downside,upside,0.150000,27,179517.200544,0.339991,9291.428571,9291.428571,609.726407,169616.045566,61175.791294,70338.440715,118482.917653
combined_downside,upside,0.150000,28,169616.045566,0.336385,9291.428571,9291.428571,550.613882,159774.003112,56794.096612,68328.046740,112559.682067
combined_downside,upside,0.150000,29,159774.003112,0.332359,9291.428571,9291.428571,491.880197,149990.694344,52439.598357,66328.436062,106671.696299
combined_downside,upside,0.150000,30,149990.694344,0.327833,9291.428571,9291.428571,433.522799,140265.742974,48112.117432,64339.550843,100818.740122
combined_downside,upside,0.150000,31,140265.742974,0.322710,9291.428571,9291.428571,375.539157,130598.775245,43811.475973,62361.333554,95000.594745
combined_downside,upside,0.150000,32,130598.775245,0.316862,9291.428571,8939.024928,320.605574,121339.144743,39537.497337,60393.726974,89217.042801
combined_downside,upside,0.150000,33,121339.144743,0.310744,9291.428571,5089.303916,295.204911,115954.635916,35467.316576,58436.674189,83633.760638
combined_downside,upside,0.150000,34,115954.635916,0.315629,9291.428571,1791.428571,287.617937,113875.589408,33355.903762,55881.962989,79356.034518
combined_downside,upside,0.150000,35,113875.589408,0.315307,9291.428571,1791.428571,280.060088,111804.100749,32619.183895,55078.764541,77969.836450
combined_downside,upside,0.150000,36,111804.100749,0.314970,133800.000000,111804.100749,0.000000,0.000000,31885.229939,54278.991991,76589.207197
